x,y,TYPE,NAICS,ESS_CLASS,WORKER,SERIAL,N,WID2
-87.2228025,30.494997,w,722513,Essential*,2,772620,1,21415
-87.2227935,30.490362,w,441310,Essential,1,711448,1,21416
-87.222771,30.426066,w,531312,Essential,1,683632,1,21417
-87.222771,30.489318,w,442110,Nonessential,1,662377,1,21418
-87.2227305,30.423627,w,423940,Nonessential,1,679971,1,21419
-87.2227305,30.431007,w,541990,Essential*,1,647087,1,21420
-87.2227305,30.541122,w,813110,Essential*,5,530171,1,21421
-87.2227305,30.541122,w,813110,Essential*,17,747241,1,21422
-87.2227305,30.541122,w,813110,Essential*,19,936947,1,21423
-87.2227168522006,30.5051502784923,w,238220,Essential*,1,948785,1,21424
-87.2227125,30.408066,w,453910,Essential,1,573088,1,21425
-87.2227125,30.408066,w,561720,Essential,1,796824,1,21426
-87.2227125,30.408066,w,999999,"",5,740450,1,21427
-87.2227035,30.516696,w,621498,Essential,1,615943,1,21428
-87.2227035,30.516696,w,999999,"",1,752602,1,21429
-87.2226960128184,30.5030214720963,w,452319,"",2,878996,1,21430
-87.2226960128184,30.5030214720963,w,999999,"",11,856049,1,21431
-87.222672,30.50685,w,721110,Essential,1,828447,1,21432
-87.222654,30.509838,w,442110,Nonessential,5,533196,1,21433
-87.2226315,30.481533,w,442110,Nonessential,1,496742,1,21434
-87.2226315,30.481533,w,442110,Nonessential,5,949022,1,21435
-87.2226315,30.481533,w,532289,"",6,570436,1,21436
-87.2226225,30.416283,w,999999,"",1,841757,1,21437
-87.2226225,30.434868,w,621111,Essential,1,782037,1,21438
-87.2226223200954,30.4469488115352,s,999999,"",17,46,1,21439
-87.2226135,30.436533,w,315990,Essential*,1,789638,1,21440
-87.2226135,30.436533,w,541990,Essential*,13,488094,1,21441
-87.2226135,30.49227,w,517312,"",2,594520,1,21442
-87.2226135,30.49227,w,517312,"",173,607421,1,21443
-87.2226,30.460419,w,423440,Nonessential,1,515952,1,21444
-87.222582,30.41613,w,561520,Nonessential,11,758259,1,21445
-87.222582,30.41613,w,813910,Essential*,1,772775,1,21446
-87.222582,30.41613,w,999999,"",1,522221,1,21447
-87.2225505,30.415968,w,722511,Essential*,3,639757,1,21448
-87.2225415,30.491757,w,999999,"",1,586898,1,21449
-87.2225325,30.428568,w,541990,Essential*,1,603823,1,21450
-87.2225325,30.455622,w,711510,Nonessential,1,566698,1,21451
-87.2225235,30.413277,w,541110,Essential,15,744139,1,21452
-87.2225235,30.415824,w,813110,Essential*,1,899813,1,21453
-87.22251,30.492639,w,442110,Nonessential,2,773860,1,21454
-87.2225044671781,30.420526038266,w,722320,Essential*,1,800501,1,21455
-87.222501,30.421692,w,453220,Nonessential,1,592753,1,21456
-87.222501,30.423186,w,531312,Essential,1,927364,1,21457
-87.222501,30.467817,w,238330,Essential*,22,595130,1,21458
-87.222501,30.467817,w,812113,Nonessential,1,487863,1,21459
-87.222501,30.488724,w,713940,Nonessential,1,643251,1,21460
-87.222501,30.488724,w,813110,Essential*,1,807059,1,21461
-87.222483,30.411135,w,923130,Essential,1,660925,1,21462
-87.222483,30.459582,w,621111,Essential,1,882776,1,21463
-87.222483,30.459582,w,812910,Nonessential,6,777164,1,21464
-87.2224756174603,30.4146824314178,w,515112,Essential,1,540865,1,21465
-87.2224425,30.45636,w,337110,Nonessential,1,808947,1,21466
-87.2224425,30.45636,w,493110,Essential,1,514839,1,21467
-87.2224335,30.471147,w,561990,Essential*,1,898427,1,21468
-87.2224332738509,30.488073548764,w,531210,Essential,105,497062,1,21469
-87.2224332738509,30.488073548764,w,531210,Essential,12,608682,1,21470
-87.2224332738509,30.488073548764,w,999999,"",2,736011,1,21471
-87.2224332738509,30.488073548764,w,999999,"",1,880248,1,21472
-87.2224332738509,30.488073548764,w,999999,"",1,954420,1,21473
-87.22242,30.416967,w,444190,Essential,2,530867,1,21474
-87.22242,30.416967,w,561499,Essential*,32,548097,1,21475
-87.22242,30.416967,w,611610,Essential*,19,799515,1,21476
-87.22242,30.475593,w,541990,Essential*,3,902360,1,21477
-87.22242,30.475593,w,621111,Essential,1,566157,1,21478
-87.22242,30.475593,w,621111,Essential,1,680128,1,21479
-87.22242,30.475593,w,621111,Essential,2,711177,1,21480
-87.22242,30.475593,w,621111,Essential,1,789206,1,21481
-87.2223705,30.492954,w,453220,Nonessential,1,768718,1,21482
-87.2223705,30.531645,w,722511,Essential*,1,802144,1,21483
-87.22233,30.501792,w,721110,Essential,1,880643,1,21484
-87.222321,30.408876,w,517311,"",9,569666,1,21485
-87.222321,30.424113,w,621111,Essential,1,538687,1,21486
-87.222321,30.427056,w,236115,Essential,1,682674,1,21487
-87.222321,30.502206,w,722511,Essential*,2,742227,1,21488
-87.2223147970701,30.4471698268394,s,999999,"",84,101,1,21489
-87.222312,30.53016,w,445110,Essential,1,593304,1,21490
-87.222312,30.53016,w,445110,Essential,1,836130,1,21491
-87.222303,30.48507,w,999999,"",1,624245,1,21492
-87.222303,30.48507,w,999999,"",1,894790,1,21493
-87.222303,30.49326,w,517312,"",1,658992,1,21494
-87.222303,30.49326,w,517312,"",5,903354,1,21495
-87.222303,30.49326,w,722511,Essential*,2,767444,1,21496
-87.222294,30.493629,w,722511,Essential*,8,734262,1,21497
-87.2222805,30.420774,w,541110,Essential,1,692474,1,21498
-87.2222805,30.420774,w,541110,Essential,1,816144,1,21499
-87.2222805,30.420774,w,541110,Essential,1,936055,1,21500
-87.2222805,30.420774,w,999999,"",1,940140,1,21501
-87.2222805,30.431457,w,561990,Essential*,1,701978,1,21502
-87.2222805,30.458448,w,624410,Essential,2,552334,1,21503
-87.2222805,30.458448,w,813110,Essential*,11,644444,1,21504
-87.2222805,30.458448,w,999999,"",2,595305,1,21505
-87.2222715,30.437289,w,561730,Essential*,1,754995,1,21506
-87.2222715,30.461868,w,522320,Essential,2,925331,1,21507
-87.2222715,30.487653,w,446130,Essential,6,772752,1,21508
-87.2222715,30.487653,w,621111,Essential,10,584788,1,21509
-87.2222715,30.487653,w,621111,Essential,1,612176,1,21510
-87.2222715,30.487653,w,621111,Essential,8,633677,1,21511
-87.2222715,30.487653,w,621111,Essential,3,644322,1,21512
-87.2222715,30.487653,w,621111,Essential,2,948320,1,21513
-87.2222715,30.487653,w,621320,Essential,5,513914,1,21514
-87.2222715,30.487653,w,621320,Essential,1,543587,1,21515
-87.2222715,30.487653,w,621320,Essential,5,717685,1,21516
-87.2222715,30.487653,w,621320,Essential,16,827244,1,21517
-87.2222715,30.487653,w,999999,"",1,495755,1,21518
-87.2222715,30.487653,w,999999,"",2,865438,1,21519
-87.22223662,30.48350675,n,999999,"",13,32,1,21520
-87.222231,30.482964,w,448150,Nonessential,22,642938,1,21521
-87.222231,30.482964,w,561499,Essential*,1,793820,1,21522
-87.222231,30.482964,w,722511,Essential*,1,480798,1,21523
-87.222231,30.527658,w,621340,Essential,1,936132,1,21524
-87.222231,30.527658,w,624120,Essential,1,750053,1,21525
-87.2222275502927,30.5222418713645,s,999999,"",162,7,1,21526
-87.222204,30.41586,w,812210,Essential,29,625033,1,21527
-87.222204,30.41586,w,812210,Essential,2,693293,1,21528
-87.222204,30.41586,w,812210,Essential,1,856922,1,21529
-87.222204,30.41586,w,812220,Essential,4,633441,1,21530
-87.2221962261119,30.4461669753273,w,453998,Nonessential,2,599491,1,21531
-87.2221962261119,30.4461669753273,w,611699,Essential*,2,951784,1,21532
-87.2221962261119,30.4461669753273,w,813319,Essential*,1,708291,1,21533
-87.2221962261119,30.4461669753273,w,921190,Essential,9,891638,1,21534
-87.2221905,30.418632,w,541714,"",1,924231,1,21535
-87.2221905,30.507696,w,722511,Essential*,1,685230,1,21536
-87.2221815,30.426048,w,237210,Nonessential,1,649353,1,21537
-87.2221815,30.426048,w,531120,Essential,1,608422,1,21538
-87.2221815,30.47211,w,238320,Essential*,1,834200,1,21539
-87.2221635,30.472857,w,238990,Essential*,1,606362,1,21540
-87.22215,30.522762,w,624410,Essential,1,744968,1,21541
-87.22215,30.522762,w,813110,Essential*,1,586744,1,21542
-87.22215,30.522762,w,813110,Essential*,1,949021,1,21543
-87.222141,30.418074,w,517919,Essential*,1,956079,1,21544
-87.2221005,30.47499,w,561110,Essential*,11,881198,1,21545
-87.2221005,30.47499,w,611511,Essential*,1,770844,1,21546
-87.2221005,30.47499,w,611511,Essential*,1,914196,1,21547
-87.2221005,30.47499,w,621111,Essential,1,662200,1,21548
-87.2221005,30.47499,w,621111,Essential,9,733894,1,21549
-87.2221005,30.47499,w,621111,Essential,1,921659,1,21550
-87.2221005,30.47814,w,541430,Nonessential,4,910196,1,21551
-87.22209722,30.52773351,n,999999,"",11,33,1,21552
-87.2220825,30.416292,w,812111,Nonessential,1,626955,1,21553
-87.2220825,30.484647,w,561499,Essential*,2,910783,1,21554
-87.2220825,30.484647,w,621111,Essential,1,792061,1,21555
-87.2220735,30.4137,w,561990,Essential*,1,832156,1,21556
-87.2220735,30.425742,w,621999,Essential,1,890082,1,21557
-87.2220735,30.469617,w,561990,Essential*,10,700102,1,21558
-87.2220735,30.506229,w,424420,Essential,1,843406,1,21559
-87.2220735,30.506229,w,445110,Essential,1,483745,1,21560
-87.2220735,30.506229,w,445110,Essential,1,593753,1,21561
-87.2220735,30.506229,w,445120,Essential,3,837008,1,21562
-87.22206,30.42819,w,541618,Essential*,1,945874,1,21563
-87.222051,30.508173,w,447190,Essential,2,556559,1,21564
-87.222051,30.508173,w,561990,Essential*,1,818264,1,21565
-87.222042,30.420108,w,531210,Essential,1,685356,1,21566
-87.222024,30.417327,w,813110,Essential*,2,611883,1,21567
-87.222024,30.427983,w,541990,Essential*,1,602101,1,21568
-87.2220015,30.410694,w,922110,Essential,15,728182,1,21569
-87.2220015,30.410694,w,922150,Essential,3,558655,1,21570
-87.2220015,30.52476,w,453998,Nonessential,1,859157,1,21571
-87.2220015,30.52476,w,812112,Nonessential,1,510000,1,21572
-87.2220015,30.52476,w,999999,"",1,825063,1,21573
-87.221952,30.485025,w,621310,Essential,1,569680,1,21574
-87.221952,30.485025,w,621310,Essential,1,581815,1,21575
-87.221934,30.50874,w,722511,Essential*,1,763183,1,21576
-87.221934,30.50874,w,722511,Essential*,2,910221,1,21577
-87.2219177665571,30.4992712081184,w,561499,Essential*,1,642415,1,21578
-87.2219172760161,30.499296716252,w,999999,"",1,877624,1,21579
-87.2219163168238,30.4116348725597,w,923130,Essential,2,803889,1,21580
-87.2219115,30.431619,w,812199,Nonessential,1,523716,1,21581
-87.2218883072299,30.4283292273866,w,238320,Essential*,1,591180,1,21582
-87.22188,30.486663,w,211120,"",2,696226,1,21583
-87.22188,30.486663,w,452210,"",17,824551,1,21584
-87.22188,30.486663,w,541211,Essential,1,855329,1,21585
-87.22188,30.486663,w,541211,Essential,1,884870,1,21586
-87.22188,30.486663,w,621111,Essential,2,703745,1,21587
-87.22188,30.486663,w,621111,Essential,8,720785,1,21588
-87.22188,30.486663,w,621111,Essential,8,741082,1,21589
-87.22188,30.486663,w,621111,Essential,1,791305,1,21590
-87.22188,30.486663,w,621111,Essential,1,861708,1,21591
-87.22188,30.486663,w,621111,Essential,2,875324,1,21592
-87.22188,30.486663,w,621111,Essential,1,952441,1,21593
-87.22188,30.486663,w,621210,Essential,1,550132,1,21594
-87.22188,30.486663,w,621210,Essential,2,583926,1,21595
-87.22188,30.486663,w,621210,Essential,11,685473,1,21596
-87.22188,30.486663,w,621210,Essential,1,937790,1,21597
-87.22188,30.486663,w,621310,Essential,1,923140,1,21598
-87.22188,30.486663,w,621330,Essential,40,585913,1,21599
-87.22188,30.486663,w,621391,Essential,1,802899,1,21600
-87.22188,30.486663,w,621399,Essential,1,608874,1,21601
-87.22188,30.486663,w,621399,Essential,1,752118,1,21602
-87.22188,30.486663,w,621999,Essential,1,798141,1,21603
-87.22188,30.486663,w,812191,Nonessential,2,911758,1,21604
-87.22188,30.486663,w,999999,"",128,529628,1,21605
-87.22188,30.486663,w,999999,"",1,751068,1,21606
-87.22188,30.499425,w,811111,Essential,1,568313,1,21607
-87.221862,30.445056,w,921120,Essential,2,896322,1,21608
-87.221862,30.4542,w,423450,Essential,11,747751,1,21609
-87.221862,30.4542,w,621111,Essential,1,652005,1,21610
-87.221862,30.4542,w,621111,Essential,1,944614,1,21611
-87.221862,30.4542,w,621310,Essential,3,751837,1,21612
-87.221862,30.4542,w,621310,Essential,2,821160,1,21613
-87.221862,30.4542,w,621340,Essential,1,504889,1,21614
-87.2218305,30.409857,w,541620,Essential*,5,751936,1,21615
-87.2218305,30.409857,w,541714,"",5,898470,1,21616
-87.2218305,30.427173,w,713940,Nonessential,1,769581,1,21617
-87.2218215,30.421899,w,238990,Essential*,1,776580,1,21618
-87.2218215,30.493809,w,441320,Essential,2,618648,1,21619
-87.2218125,30.458565,w,813110,Essential*,1,817611,1,21620
-87.22179,30.419856,w,561990,Essential*,2,867789,1,21621
-87.22179,30.494925,w,811113,Essential,1,601151,1,21622
-87.22179,30.494925,w,999999,"",8,874829,1,21623
-87.221781,30.421692,w,561990,Essential*,1,931172,1,21624
-87.221772,30.410379,w,485999,Nonessential,3,787632,1,21625
-87.221772,30.410379,w,541614,Essential*,1,747786,1,21626
-87.221772,30.410379,w,999999,"",1,583674,1,21627
-87.221772,30.474126,w,621111,Essential,2,539533,1,21628
-87.221772,30.474126,w,621111,Essential,2,644492,1,21629
-87.221772,30.474126,w,621111,Essential,1,751287,1,21630
-87.221772,30.474126,w,621111,Essential,4,838018,1,21631
-87.221772,30.474126,w,621111,Essential,2,866213,1,21632
-87.221772,30.474126,w,621111,Essential,1,945495,1,21633
-87.221772,30.474126,w,621399,Essential,22,958362,1,21634
-87.221772,30.474126,w,621498,Essential,1,663235,1,21635
-87.221772,30.474126,w,621999,Essential,1,553966,1,21636
-87.221772,30.51,w,446110,Essential,26,910805,1,21637
-87.2217645267049,30.420661026439,w,999999,"",1,894188,1,21638
-87.22174486,30.51669034,n,999999,"",19,29,1,21639
-87.2217405,30.429666,w,561990,Essential*,1,703354,1,21640
-87.2217315,30.434805,w,923120,Essential,3,708539,1,21641
-87.2217315,30.434805,w,923120,Essential,1,803633,1,21642
-87.2217273291039,30.4172318135122,w,531210,Essential,2,855073,1,21643
-87.2217273291039,30.4172318135122,w,813110,Essential*,38,801721,1,21644
-87.2216875115791,30.4728435378943,w,813110,Essential*,1,665310,1,21645
-87.221682,30.426606,w,999999,"",1,920360,1,21646
-87.221664,30.431097,w,541618,Essential*,1,538241,1,21647
-87.221664,30.442635,w,811212,Essential,6,660226,1,21648
-87.2216505,30.453903,w,445120,Essential,1,737013,1,21649
-87.2216505,30.453903,w,445120,Essential,6,876239,1,21650
-87.2216415,30.477897,w,238130,Essential*,2,857181,1,21651
-87.2216415,30.483513,w,541110,Essential,1,821217,1,21652
-87.2216361353285,30.4983647187912,w,541611,Essential*,2,541133,1,21653
-87.2216361353285,30.4983647187912,w,722511,Essential*,2,655945,1,21654
-87.2216361353285,30.4983647187912,w,999999,"",9,733680,1,21655
-87.2216325,30.426237,w,561790,Essential*,1,661895,1,21656
-87.2216235,30.420324,w,531210,Essential,16,513132,1,21657
-87.2216235,30.420324,w,621111,Essential,2,870919,1,21658
-87.2216235,30.420324,w,621310,Essential,1,509833,1,21659
-87.22161,30.439125,w,448120,Nonessential,86,559123,1,21660
-87.22161,30.439125,w,541990,Essential*,3,935321,1,21661
-87.221601,30.413565,w,624410,Essential,15,619011,1,21662
-87.221601,30.413565,w,921120,Essential,4,624300,1,21663
-87.221583,30.405654,w,813910,Essential*,1,801032,1,21664
-87.221583,30.52575,w,541614,Essential*,1,684471,1,21665
-87.221583,30.52575,w,621999,Essential,1,727762,1,21666
-87.221574,30.415545,w,624410,Essential,15,920526,1,21667
-87.221574,30.420819,w,541219,Essential,1,765664,1,21668
-87.221574,30.464928,w,517312,"",1,674507,1,21669
-87.2215605853908,30.5023389506204,w,812113,Nonessential,1,705682,1,21670
-87.2215538741987,30.5010412175631,w,517919,Essential*,1,720558,1,21671
-87.2215425,30.411504,w,453998,Nonessential,3,861624,1,21672
-87.2215425,30.527262,w,446199,Essential,1,828163,1,21673
-87.2215425,30.527262,w,524210,Essential,1,629056,1,21674
-87.2215425,30.527262,w,524210,Essential,1,807392,1,21675
-87.2215425,30.527262,w,561612,Essential,1,893665,1,21676
-87.2215425,30.527262,w,621111,Essential,1,481104,1,21677
-87.2215425,30.527262,w,621111,Essential,1,519073,1,21678
-87.2215425,30.527262,w,621111,Essential,1,742643,1,21679
-87.2215425,30.527262,w,621111,Essential,1,752829,1,21680
-87.2215425,30.527262,w,621111,Essential,1,804746,1,21681
-87.2215425,30.527262,w,621330,Essential,1,493629,1,21682
-87.2215425,30.527262,w,621493,Essential,1,888737,1,21683
-87.2215425,30.527262,w,624190,Essential,1,561369,1,21684
-87.2215425,30.529548,w,722511,Essential*,1,535715,1,21685
-87.2215407010193,30.4100851775052,w,811310,Essential,34,677151,1,21686
-87.22152,30.419424,w,561990,Essential*,3,616679,1,21687
-87.2215194099156,30.4123757116631,s,999999,"",33,113,1,21688
-87.221511,30.513519,w,541219,Essential,1,752306,1,21689
-87.221511,30.513519,w,561990,Essential*,1,841325,1,21690
-87.221511,30.513519,w,621111,Essential,1,821859,1,21691
-87.2214705,30.42234,w,541110,Essential,1,861168,1,21692
-87.2214705,30.423843,w,561990,Essential*,1,528955,1,21693
-87.2214705,30.4281,w,541618,Essential*,1,721964,1,21694
-87.2214705,30.495753,w,446130,Essential,31,646644,1,21695
-87.2214705,30.495753,w,621320,Essential,1,751468,1,21696
-87.2214705,30.495753,w,812112,Nonessential,22,825134,1,21697
-87.2214705,30.495753,w,812112,Nonessential,1,879871,1,21698
-87.2214615,30.477438,w,531312,Essential,1,789988,1,21699
-87.2214525,30.410874,w,445299,Essential,1,732923,1,21700
-87.2214525,30.495303,w,813110,Essential*,1,503621,1,21701
-87.2214435,30.414132,w,524127,Essential,25,597418,1,21702
-87.2214435,30.414132,w,541191,Essential,2,864781,1,21703
-87.221421,30.417867,w,813110,Essential*,1,614574,1,21704
-87.221421,30.427875,w,236116,Essential,1,923250,1,21705
-87.2214126360658,30.4314929158292,w,443142,Essential,1,795509,1,21706
-87.221412,30.460653,w,541320,Essential*,1,716713,1,21707
-87.2214055740756,30.4263291793355,w,541511,Essential,1,843094,1,21708
-87.221383769556,30.4533772432303,w,441228,Nonessential,1,607017,1,21709
-87.2213805,30.414699,w,453998,Nonessential,19,703274,1,21710
-87.2213805,30.47463,w,621210,Essential,2,556599,1,21711
-87.2213805,30.496788,w,443142,Essential,1,923691,1,21712
-87.2213805,30.496788,w,446130,Essential,1,615888,1,21713
-87.2213805,30.496788,w,448110,Nonessential,1,937201,1,21714
-87.2213805,30.496788,w,517312,"",1,549257,1,21715
-87.2213805,30.496788,w,999999,"",11,533684,1,21716
-87.2213715,30.412224,w,443142,Essential,2,629875,1,21717
-87.2213715,30.412224,w,447190,Essential,1,509223,1,21718
-87.2213715,30.412224,w,447190,Essential,2,584187,1,21719
-87.2213715,30.412224,w,541511,Essential,1,854901,1,21720
-87.2213715,30.412224,w,541990,Essential*,40,737373,1,21721
-87.2213715,30.412224,w,561311,Essential*,4,727037,1,21722
-87.2213715,30.412224,w,622210,Essential,1,897669,1,21723
-87.2213715,30.412224,w,624310,Essential,1,616711,1,21724
-87.2213715,30.430692,w,561990,Essential*,1,835252,1,21725
-87.2213535,30.424878,w,532310,Nonessential,1,545766,1,21726
-87.22134,30.437109,w,452319,"",3,581570,1,21727
-87.22134,30.437109,w,812113,Nonessential,2,863115,1,21728
-87.221331,30.453867,w,453998,Nonessential,1,828977,1,21729
-87.221331,30.453867,w,561499,Essential*,1,560213,1,21730
-87.2213187226879,30.5074513153732,w,812191,Nonessential,1,522399,1,21731
-87.221304,30.438684,w,238160,Essential*,3,930840,1,21732
-87.221304,30.438684,w,999999,"",2,959073,1,21733
-87.2212815,30.452913,w,722511,Essential*,1,780927,1,21734
-87.2212815,30.464073,w,813410,Nonessential,4,722663,1,21735
-87.2212815,30.48246,w,722511,Essential*,2,692354,1,21736
-87.2212815,30.48246,w,722511,Essential*,20,833431,1,21737
-87.2212725,30.419496,w,999999,"",2,569764,1,21738
-87.2212192754149,30.4378187705894,w,541690,Essential*,6,551191,1,21739
-87.2212192754149,30.4378187705894,w,541690,Essential*,40,699133,1,21740
-87.2212150378091,30.4197390855365,w,812112,Nonessential,1,627137,1,21741
-87.221214,30.467448,w,624190,Essential,1,779047,1,21742
-87.2212005,30.426948,w,238340,Essential*,1,532708,1,21743
-87.2212005,30.433896,w,531210,Essential,1,702802,1,21744
-87.2212005,30.433896,w,531210,Essential,1,726863,1,21745
-87.2212005,30.433896,w,541380,Essential,1,543879,1,21746
-87.2212005,30.433896,w,621111,Essential,1,624254,1,21747
-87.2212005,30.433896,w,621111,Essential,1,633625,1,21748
-87.2212005,30.433896,w,621111,Essential,1,792266,1,21749
-87.2212005,30.433896,w,621111,Essential,1,947082,1,21750
-87.2212005,30.433896,w,621493,Essential,1,523667,1,21751
-87.2212005,30.433896,w,621493,Essential,1,812492,1,21752
-87.2212005,30.433896,w,621511,Essential,1,646793,1,21753
-87.2212005,30.433896,w,624190,Essential,1,785776,1,21754
-87.2212005,30.433896,w,624190,Essential,1,791286,1,21755
-87.2212005,30.433896,w,624190,Essential,1,833828,1,21756
-87.2212005,30.433896,w,624190,Essential,1,913441,1,21757
-87.2212005,30.433896,w,624190,Essential,1,927431,1,21758
-87.2212005,30.433896,w,923130,Essential,1,837596,1,21759
-87.2212005,30.433896,w,999999,"",1,724657,1,21760
-87.2212005,30.433896,w,999999,"",1,930869,1,21761
-87.2212005,30.498129,w,621320,Essential,8,826448,1,21762
-87.2212005,30.498129,w,811192,Nonessential,1,813233,1,21763
-87.22116,30.413952,w,624310,Essential,27,616070,1,21764
-87.22116,30.421458,w,523991,Essential,1,792994,1,21765
-87.221151,30.485898,w,561499,Essential*,1,800216,1,21766
-87.221151,30.485898,w,561990,Essential*,1,880768,1,21767
-87.221133,30.49758,w,722511,Essential*,2,704393,1,21768
-87.221133,30.498453,w,424310,Essential*,1,572106,1,21769
-87.221133,30.498453,w,722511,Essential*,5,699015,1,21770
-87.221133,30.498453,w,812112,Nonessential,5,923431,1,21771
-87.221124,30.436137,w,722410,Essential*,1,548564,1,21772
-87.221124,30.436137,w,722410,Essential*,4,679500,1,21773
-87.221124,30.498903,w,441320,Essential,1,663410,1,21774
-87.221124,30.498903,w,532210,Essential,8,499636,1,21775
-87.221124,30.498903,w,561499,Essential*,4,715918,1,21776
-87.2211105,30.434913,w,921120,Essential,2,576197,1,21777
-87.2211105,30.434913,w,921120,Essential,1,953855,1,21778
-87.2211105,30.434913,w,999999,"",1,940807,1,21779
-87.2211105,30.49947,w,441222,Nonessential,1,644526,1,21780
-87.2211105,30.49947,w,441222,Nonessential,2,700363,1,21781
-87.2211105,30.49947,w,443142,Essential,1,725018,1,21782
-87.2210835,30.418182,w,442210,Nonessential,1,693632,1,21783
-87.221052,30.415554,w,813110,Essential*,2,853161,1,21784
-87.221043,30.466764,w,561790,Essential*,15,577495,1,21785
-87.221035,30.514562,n,999999,"",10,31,1,21786
-87.2210205,30.478095,w,442110,Nonessential,5,658391,1,21787
-87.2210205,30.500406,w,532120,Essential*,1,710436,1,21788
-87.2210205,30.500406,w,532120,Essential*,1,746334,1,21789
-87.2210205,30.500406,w,999999,"",1,758760,1,21790
-87.2210115,30.420468,w,812112,Nonessential,1,528234,1,21791
-87.2210115,30.420468,w,812112,Nonessential,1,548965,1,21792
-87.2210115,30.420468,w,812112,Nonessential,2,945125,1,21793
-87.2210115,30.420468,w,999999,"",1,636887,1,21794
-87.2210115,30.420468,w,999999,"",2,759407,1,21795
-87.2210025,30.423357,w,531312,Essential,1,758219,1,21796
-87.2210025,30.431997,w,813110,Essential*,1,666417,1,21797
-87.2209935,30.411585,w,445110,Essential,4,753640,1,21798
-87.2209935,30.539079,w,443142,Essential,18,926616,1,21799
-87.2209935,30.539079,w,531110,Essential,2,664195,1,21800
-87.2209935,30.539079,w,531210,Essential,3,484891,1,21801
-87.22098,30.422466,w,423610,Essential,1,941732,1,21802
-87.220953,30.417957,w,531110,Essential,24,530001,1,21803
-87.220953,30.453372,w,442110,Nonessential,4,513994,1,21804
-87.220953,30.453372,w,452210,"",1,941579,1,21805
-87.220953,30.53259,w,445120,Essential,1,533840,1,21806
-87.220953,30.53259,w,999999,"",14,665234,1,21807
-87.220944,30.506535,w,447190,Essential,1,918447,1,21808
-87.2209363228883,30.4133994005535,w,722511,Essential*,12,839614,1,21809
-87.2209305,30.425346,w,561990,Essential*,1,819902,1,21810
-87.2209305,30.44277,w,813110,Essential*,1,842771,1,21811
-87.2209125,30.408363,w,722511,Essential*,13,930464,1,21812
-87.2209125,30.408363,w,999999,"",10,788554,1,21813
-87.2209125,30.434166,w,813910,Essential*,1,896626,1,21814
-87.220894330386,30.5245663914677,s,999999,"",19,108,1,21815
-87.220881,30.415032,w,531320,Essential,1,483413,1,21816
-87.220881,30.525066,w,621111,Essential,1,521427,1,21817
-87.220881,30.525066,w,621111,Essential,1,820901,1,21818
-87.220881,30.525066,w,624190,Essential,1,740574,1,21819
-87.220881,30.525066,w,813319,Essential*,1,693014,1,21820
-87.220881,30.526434,w,621111,Essential,1,950885,1,21821
-87.220881,30.526434,w,621340,Essential,1,803492,1,21822
-87.220881,30.526434,w,624410,Essential,1,628755,1,21823
-87.220872,30.44979,w,813110,Essential*,2,541795,1,21824
-87.220872,30.526929,w,524210,Essential,1,579178,1,21825
-87.220872,30.526929,w,524210,Essential,1,677658,1,21826
-87.220872,30.526929,w,524210,Essential,1,750588,1,21827
-87.220872,30.526929,w,524210,Essential,1,900205,1,21828
-87.220863,30.525876,w,624120,Essential,1,783740,1,21829
-87.2208596492224,30.4368427120591,w,561990,Essential*,2,811533,1,21830
-87.220854,30.402567,w,722511,Essential*,1,613383,1,21831
-87.220854,30.467592,w,811412,Essential,1,887309,1,21832
-87.220854,30.497337,w,445210,Essential,1,793421,1,21833
-87.2208315,30.407886,w,999999,"",4,523601,1,21834
-87.2208315,30.407886,w,999999,"",2,576433,1,21835
-87.2208315,30.461103,w,624410,Essential,1,845109,1,21836
-87.2208315,30.484503,w,561499,Essential*,6,769132,1,21837
-87.2208315,30.484908,w,812990,Nonessential,1,673457,1,21838
-87.2208225,30.431187,w,541921,Nonessential,1,894214,1,21839
-87.2208225,30.431187,w,999999,"",1,613612,1,21840
-87.2208135,30.489768,w,512110,Nonessential,2,798317,1,21841
-87.220791,30.530664,w,441228,Nonessential,1,560683,1,21842
-87.220791,30.530664,w,999999,"",1,485570,1,21843
-87.220782,30.427308,w,541410,Nonessential,1,694515,1,21844
-87.220782,30.480516,w,541211,Essential,1,887710,1,21845
-87.220782,30.505869,w,722511,Essential*,1,541035,1,21846
-87.220782,30.531537,w,722511,Essential*,1,791091,1,21847
-87.2207763851451,30.4136175564528,w,238130,Essential*,36,740117,1,21848
-87.220773,30.530304,w,522320,Essential,1,845660,1,21849
-87.220773,30.530304,w,541511,Essential,1,937300,1,21850
-87.220773,30.530304,w,999999,"",1,638733,1,21851
-87.2207505,30.507525,w,722511,Essential*,1,552071,1,21852
-87.2207415,30.494394,w,561431,Essential,1,599303,1,21853
-87.2207325,30.426903,w,561990,Essential*,1,772532,1,21854
-87.2207235,30.416058,w,541618,Essential*,6,945049,1,21855
-87.2207235,30.447576,w,485410,Nonessential,1,634825,1,21856
-87.2207235,30.46527,w,561720,Essential,1,897113,1,21857
-87.2207235,30.496815,w,999999,"",2,655858,1,21858
-87.2207235,30.49794,w,722511,Essential*,1,844033,1,21859
-87.2207235,30.49794,w,999999,"",9,503122,1,21860
